,link,name,user rating,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Ethernet,Web Camera,Pointer Device,Included Software,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,International Warranty,Wireless WAN,Recovery Options,RPM,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,Lock Port,NFC Support,HDD Capacity,Stylus Included,TGP,VGA Port,Color Gamut,Security Chip,Inbuilt 4G LTE,Cloud Storage,S-video,Dock Port,Firewire Port,RJ11,Read/Write Speed,EMMC Storage Capacity,Optane Memory
726,https://www.flipkart.com/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12400092/p/itmed00b1ed83f15?pid=COMG4ZYZMHKH8FEG&lid=LSTCOMG4ZYZMHKH8FEGFW0SF5&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_727&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG4ZYZMHKH8FEG.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092  (13.3 inch, Space Grey, 1.29 kg)",4.7,"?1,02,990","MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",Z12400092,Z12400092,,MacBook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,30 W AC Adapter,,No,,,Apple,M1,,Yes,512 GB,8 GB,DDR4,Apple M1 Chip,,Upto 16 GB,,NA,8,,Mac OS Big Sur,,Yes,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps)",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,Not Available,,Backlit Magic Keyboard,,49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p FaceTime HD Webcam,Force Touch Trackpad,"iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",Upto 15 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,https://www.flipkart.com/lenovo-apu-dual-core-a9-a99425-4-gb-1-tb-hdd-dos-e41-45-notebook/p/itm910e1083480e9?pid=COMG4J4JH4QRPXGM&lid=LSTCOMG4J4JH4QRPXGMZQHALZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_728&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG4J4JH4QRPXGM.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"Lenovo APU Dual Core A9 A99425 - (4 GB/1 TB HDD/DOS) E41-45 Notebook  (14 inch, Black, 2.2 Kg)",3.8,"?21,896","Laptop, Charger and User Manual",E41-45,82BF0009IH,,,Black,Notebook,"Everyday Use, Processing & Multitasking",45W AC Adapter,6 Cell,No,,,AMD,APU Dual Core A9,,No,,4 GB,DDR4,A99425,3.1 GHz with Turbo Boost Upto 3.7 GHz,,1,AMD Radeon,2,64 bit,DOS,,Yes,2 x USB 3.1 Ports,1 x HDMI Port,No,35.56 cm (14 inch),1366 x 768 Pixels,HD Display,Built in Speakers,Built in Microphone,Dolby Sound,IEEE 802.11b/g/n,v4.2,333 x 234 x 20,2.2 Kg,Not Available,No,English International Non Backlit Keyboard,No,6 cell 48Whr,1 Year Onsite Warranty,Onsite,Manufacturing Defects,NA,1 Year,Yes,HD Webcam,Touchpad,,Upto 4 Hours,NA,,800 MHz,,,,No,,,,,5400,ESATA,,64,,,,,,1 TB,,,,,,,,,,,,,,
728,https://www.flipkart.com/hp-omen-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-15-en1036ax-gaming-laptop/p/itm5ff45c4c413c1?pid=COMG3US8DRUGZHED&lid=LSTCOMG3US8DRUGZHEDPKWSUT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_729&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG3US8DRUGZHED.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"HP OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) 15-en1036AX Gaming Laptop  (15.6 inch, Mica Silver, 2.37 Kg)",4.5,"?1,09,990","Laptop, Power Adaptor, User Guide",15-en1036AX,3W218PA#ACJ,,OMEN 15,Mica Silver,Gaming Laptop,"Gaming, Processing & Multitasking",,6 Cell,No,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,5800H,4.4 GHz Max Turbo Frequency,16,16,NVIDIA GeForce RTX 3060,8,64 bit,Windows 10 Home,,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI 2.0a,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Micro-edge Anti-glare Display (Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC, 144 Hz Refresh Rate)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Audio by B&O,Intel Wi-Fi 6 AX 200 (2x2),v5.0,357.9 x 239.7 x 22.5,2.37 Kg,Not Available,No,"Full-size, 4-zone RGB Backlit, Mica Silver Keyboard",Yes,"Precision Touchpad Support, 16 Thread, Dual Channel Memory Support, 2 User-accessible, 70.9 Wh Li-ion Polymer, Support Battery Fast Charge, Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters (Adapter is Not Included) (SDxC Support for Capacity Only, Not Speed), MU-MIMO Supported, Miracast Compatible, 26-Key Rollover Anti-Ghosting Key Technology, Immersive Display (8.6mm, 4.97mm), Connect Upto 3 External Monitors, Supports Dual 5K Display, Smallest 15 inch Gaming Laptop, Designed for Pro Games, 1.5mm Key Travel, Enlarged Touchpad, 3 Sided Micro Edge Display, Graphic Switcher, Network Booster, Adjustable Fan Switch, 17% CPU and GPU Power Boost-up Under Performance Mode, 10% Better 3D Mark 11 GFX Score (Note: Performance Mode is Only Available on select Configurations, (Graphic: GTX 1660 Ti/RTX 2060, RTX 2070 with Max-Q Design/ RTX 2070 Super with Mar-Q Design), May Increase Heat Level and Fan Noise Will Increase Up to 50dB), Premium & Sophisticated Design, Three Sided Narrow Bezel, Up to 12.5 Hr of Battery Life, Omen Tempest Cooling Technology, Omen Command Center, IR Thermopile Sensor, Most Suitable for Gaming, Graphic Designers, Content Creators, As per BapcoMM14 Test Battery Backup Will Vary Depending on Various Factors, 13% Better in Game FPS at Fry Cry F, 7% Better in Game FPS at Assassin's Creed Odyssey, 20% Faster in Blender Benchmark, 3 Side Vents Enable to 5 Way Airflow, 16% Larger Vents, 25% Increase in Fin Size, 15% Increase in Total Fan Size, 62% Increase in Max Airflow at 39DBA, HP Fast Charge ( Up to 50% Battery in 45 Minutes), HP Audio Boost",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Integrated 10/100/1000 GbE LAN,HP Wide Vision 720p HD Webcam,HP Imagepad with Multi-touch Gesture Support,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",Upto 12.5 Hours,,,,Yes,,,,,,,,,PCIe NVMe,,64,144 Hz,,1 x Multi-format SD Media Card Reader,,,,,,,,,,,,,,,,,
729,https://www.flipkart.com/asus-chromebook-flip-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c214ma-bu0452/p/itm4f5fb15c2377b?pid=COMG49CZ5FFAFQBS&lid=LSTCOMG49CZ5FFAFQBSE4AXAG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_730&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG49CZ5FFAFQBS.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"ASUS Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook  (11.6 inch, Dark Grey, 1.20 Kg)",4.1,"?21,990","Laptop, Power Adaptor, User Guide",C214MA-BU0452,90NX0291-M07190|90NX0291-M05590,,Chromebook Flip,Dark Grey,Chromebook,Processing & Multitasking,45W AC Adapter,3 Cell,No,,,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N4020,1.1 GHz with Turbo Boost Upto 2.8 GHz,,4,Intel Integrated UHD 600,2,,Chrome,,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 2 Type-C Support Display / Power Delivery",,Yes,29.46 cm (11.6 inch),1366 x 768 Pixels,"HD LED Backlit LCD Anti-glare Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 65% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,,Wi-Fi 5 (802.11ac) Dual Band (2*2),v5.0,292 x 199 x 19.5,1.20 Kg,Not Available,No,Chiclet Keyboard,No,"Google Assistant Voice-recognition Support, TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,"720p HD Webcam, 5.0M World Facing Camera",Touchpad,,,NA,,,,,,,,,,,,,,,,,Micro SD Card Reader,,,,,,,,Titan C Security Chip,,,,,,,,64 GB,
730,https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-32-gb-emmc-storage-chrome-os-c223na-gj0074/p/itm0823dcbec1c48?pid=COMG49CZGUZZH6XT&lid=LSTCOMG49CZGUZZH6XTEH68JR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_731&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG49CZGUZZH6XT.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"ASUS Chromebook Celeron Dual Core - (4 GB/32 GB EMMC Storage/Chrome OS) C223NA-GJ0074 Chromebook  (11.6 inch, Grey, 1 Kg)",3.5,"?19,990","Laptop, Power Adaptor, User Guide",C223NA-GJ0074,90NX01Q1-M01250|?90NX01Q1-M02020,,Chromebook,Grey,Chromebook,Processing & Multitasking,45W AC Adapter,,No,,,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N3350,1.1 GHz with Turbo Boost Upto 2.4 GHz,,2,Intel Integrated HD 500,2,,Chrome,,Yes,"1 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C Support Display / Power Delivery",,No,29.46 cm (11.6 inch),1366 x 768 Pixels,"HD LED Backlit LCD Anti-glare Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 74% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,,Wi-Fi 5 (802.11ac) Dual Band (2*2),v4.0,286 x 199 x 17.3,1 Kg,Not Available,No,Chiclet Keyboard,No,"Google Assistant Voice-recognition Support, TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD Webcam,Touchpad,,,NA,,,,,,,,,,,,,,,,,Micro SD Card Reader,,,,,,,,Titan C Security Chip,,,,,,,,32 GB,
731,https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c523na-br0300-c523na-br0476/p/itm9056369255bfb?pid=COMG49CZHJZVU8WH&lid=LSTCOMG49CZHJZVU8WH9WF5Y1&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_732&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG49CZHJZVU8WH.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-BR0300| C523NA-BR0476 Chromebook  (15.6 inch, Silver, 1.43 Kg)",3.8,"?20,499","Laptop, Power Adaptor, User Guide",C523NA-BR0300| C523NA-BR0476,90NX01R1-M03480| 90NX01R1-M06440,,Chromebook,Silver,Chromebook,Processing & Multitasking,45W AC Adapter,,No,,,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N3350,1.1 GHz with Turbo Boost Upto 2.4 GHz,,2,Intel Integrated HD 500,2,,Chrome,,Yes,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C Support Display / Power Delivery",,No,39.62 cm (15.6 inch),1366 x 768 Pixels,"HD LED Backlit LCD Anti-glare Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 80% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,,Wi-Fi 5 (802.11ac) Dual band (2*2),v4.0,358 x 248 x 15.6,1.43 Kg,Not Available,No,Chiclet Keyboard,No,"Google Assistant Voice-recognition Support, TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD Webcam,Touchpad,,,NA,,,,,,,,,,,,,,,,,Micro SD Card Reader,,,,,,,,Titan C Security Chip,,,,,,,,64 GB,
732,https://www.flipkart.com/hp-omen-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-165-hz-15-en1037ax-gaming-laptop/p/itm156c4fcb0bed7?pid=COMG3US8G8RGVGT5&lid=LSTCOMG3US8G8RGVGT5SGTAQP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_733&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG3US8G8RGVGT5.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"HP OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) 15-en1037AX Gaming Laptop  (15.6 inch, Mica Silver, 2.37 Kg)",4.8,"?1,58,490","Laptop, Power Adaptor, User Guide",15-en1037AX,3W219PA#ACJ,,OMEN 15,Mica Silver,Gaming Laptop,"Gaming, Processing & Multitasking",,6 Cell,No,GDDR6,8 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,5800H,4.4 GHz Max Turbo Frequency,16,16,NVIDIA GeForce RTX 3070,8,64 bit,Windows 10 Home,,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI 2.0a,No,39.62 cm (15.6 inch),2560 x 1440 Pixels,"Quad HD IPS Micro-edge Anti-glare Display (3 ms Response Time, Brightness: 300 nits, 188 ppi, Color Gamut: 100% DCI-P3, 165 Hz Refresh Rate)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Audio by B&O,Intel Wi-Fi 6 AX 200 (2x2),v5.0,357.9 x 239.7 x 22.5,2.37 Kg,Not Available,No,"Full-size, 4-zone RGB Backlit, Mica Silver Keyboard",Yes,"Precision Touchpad Support, 16 Thread, Dual Channel Memory Support, 2 User-accessible, 70.9 Wh Li-ion Polymer, Support Battery Fast Charge, Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters (Adapter is Not Included) (SDxC Support for Capacity Only, Not Speed), MU-MIMO Supported, Miracast Compatible, 26-Key Rollover Anti-Ghosting Key Technology, Immersive Display (8.6mm, 4.97mm), Connect Upto 3 External Monitors, Supports Dual 5K Display, Smallest 15 inch Gaming Laptop, Designed for Pro Games, 1.5mm Key Travel, Enlarged Touchpad, 3 Sided Micro Edge Display, Graphic Switcher, Network Booster, Adjustable Fan Switch, 17% CPU and GPU Power Boost-up Under Performance Mode, 10% Better 3D Mark 11 GFX Score (Note: Performance Mode is Only Available on select Configurations, (Graphic: GTX 1660 Ti/RTX 2060, RTX 2070 with Max-Q Design/ RTX 2070 Super with Mar-Q Design), May Increase Heat Level and Fan Noise Will Increase Up to 50dB), Premium & Sophisticated Design, Three Sided Narrow Bezel, Up to 12.5 Hr of Battery Life, Omen Tempest Cooling Technology, Omen Command Center, IR Thermopile Sensor, Most Suitable for Gaming, Graphic Designers, Content Creators, As per BapcoMM14 Test Battery Backup Will Vary Depending on Various Factors, 13% Better in Game FPS at Fry Cry F, 7% Better in Game FPS at Assassin's Creed Odyssey, 20% Faster in Blender Benchmark, 3 Side Vents Enable to 5 Way Airflow, 16% Larger Vents, 25% Increase in Fin Size, 15% Increase in Total Fan Size, 62% Increase in Max Airflow at 39DBA, HP Fast Charge ( Up to 50% Battery in 45 Minutes), HP Audio Boost",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Integrated 10/100/1000 GbE LAN,HP Wide Vision 720p HD Webcam,HP Imagepad with Multi-touch Gesture Support,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",Upto 12.5 Hours,,,,Yes,,,,,,,,,PCIe NVMe,,64,165 Hz,,1 x Multi-format SD Media Card Reader,,,,,,,,,,,,,,,,,
733,https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c423na-bz0522/p/itm2957473bc3d32?pid=COMG49CZDAJFHBZG&lid=LSTCOMG49CZDAJFHBZG2U5YGX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_734&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG49CZDAJFHBZG.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Chromebook  (14 inch, Silver, 1.34 Kg)",4.1,"?22,990","Laptop, Power Adaptor, User Guide",C423NA-BZ0522,90NX01Y1-M06480 | 90NX01Y1-M09670,,Chromebook,Silver,Chromebook,Processing & Multitasking,45W AC Adapter,2 Cell,No,,,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N3350,1.1 GHz with Turbo Boost Upto 2.4 GHz,,2,Intel Integrated HD 500,2,,Chrome,,Yes,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C Support Display / Power Delivery",,Yes,35.56 cm (14 inch),1366 x 768 Pixels,"HD LED Backlit LCD Glossy Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 78% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,,Wi-Fi 5 (802.11ac) Dual Band (2*2),v5.0,322 x 228 x 16.1,1.34 Kg,Not Available,No,Chiclet Keyboard,No,"Google Assistant Voice-recognition Support, TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD Webcam,Touchpad,,,NA,,,,,,,,,,,,,,,,,Micro SD Card Reader,,,,,,,,Titan C Security Chip,,,,,,,,64 GB,
734,https://www.flipkart.com/asus-chromebook-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c423na-bv0523/p/itmdf5051ab24d27?pid=COMG49CZSTYBPQNX&lid=LSTCOMG49CZSTYBPQNXKPWIYW&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_735&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG49CZSTYBPQNX.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BV0523 Chromebook  (14 inch, Silver, 1.20 Kg)",3.9,"?19,990","Laptop, Power Adaptor, User Guide",C423NA-BV0523,90NX01Y1-M06490 | 90NX01Y1-M09680,,Chromebook,Silver,Chromebook,Processing & Multitasking,45W AC Adapter,2 Cell,No,,,Intel,Celeron Dual Core,,No,,4 GB,LPDDR4,N3350,1.1 GHz with Turbo Boost Upto 2.4 GHz,,2,Intel Integrated HD 500,2,,Chrome,,Yes,"2 x USB 3.2 Gen 1 Type-A, 2 x USB 3.2 Gen 1 Type-C Support Display / Power Delivery",,No,35.56 cm (14 inch),1366 x 768 Pixels,"HD LED Backlit LCD Anti-glare Display (16:9, NTSC: 45% Color Gamut, 200nits Brightness, 78% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,,Wi-Fi 5 (802.11ac) Dual Band (2*2),v4.2,322 x 228 x 16.1,1.20 Kg,Not Available,No,Chiclet Keyboard,No,"Google Assistant Voice-recognition Support, TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD Webcam,Touchpad,,,NA,,,,,,,,,,,,,,,,,Micro SD Card Reader,,,,,,,,Titan C Security Chip,,,,,,,,64 GB,
735,https://www.flipkart.com/asus-rog-flow-x13-2021-ryzen-9-octa-core-5980hs-32-gb-1-tb-ssd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-60-hz-gv301qh-k5459ts-2-1-gaming-laptop/p/itmd0d2790e77fbd?pid=COMG3ZF8XRZAHVT7&lid=LSTCOMG3ZF8XRZAHVT7IHUCFY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_31_736&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f167fb47-87c4-4ac0-aa67-bca17500e0df.COMG3ZF8XRZAHVT7.SEARCH&ssid=vp6le1z26r24e2gw1653222949658,"ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/60 Hz) GV301QH-K5459TS 2 in 1 Gaming Laptop  (13.4 Inch, Off Black (Supernova), 1.3 KG, With MS Office)",5,"?2,39,990","Laptop, Power Adaptor, User Guide, GV 301 Sleeve Bag, Pen, ROG XG Mobile, Warranty Documents",GV301QH-K5459TS,90NR06C5-M10980,,ROG Flow X13 (2021),Off Black (Supernova),2 in 1 Gaming Laptop,"Gaming, Processing & Multitasking",100W AC Adapter,4 Cell,Yes,GDDR6,4 GB,AMD,Ryzen 9 Octa Core,,Yes,1 TB,32 GB,LPDDR4X,5980HS,3.1 GHz with Turbo Boost up to 4.8 GHz,32,16,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 1 Type-C (Support DisplayPort/Power Delivery)",1 x HDMI Port (v2.0b),Yes,34.04 cm (13.4 Inch),3840 x 2400 Pixel,"WQUXGA LED Backlit Glossy IPS-Level Touch Display with Adaptive Sync (16:10 Aspect Ratio, 60 Hz Refresh Rate, 300 nits Brightness, 1000:1 Contrast Ratio, 82% NTSC Color Gamut, 116% sRGB, 86% Adobe, 85% DCI-P3, Pantone Validated)",Built-In Dual Speakers,Built-In Array Microphone (AI Noise Cancelling),"2 x 1W Speaker with Smart Amp Technology, DAC and Dolby Atmos Software",Wi-Fi 6 (802.11ax),v5.1,29.9 x 22.2 x 1.58,1.3 KG,Not Available,No,Backlit Chiclet Keyboard,Yes,"Viewing Angle (89/89/89/89), 62 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,720p HD Webcam,Touchpad,Microsoft Office Home and Student 2019,,,,4266 MHz,No,,,,"GV 301 Sleeve Bag, Pen, ROG XG Mobile",,,,,PCIe NVMe M.2,,64,60 Hz,NA,,,,,Yes,,No,,,,,,,,,,,
